State,Day,Year,num_fatalities_day
ACT,Monday,1989,2
ACT,Monday,1990,6
ACT,Monday,1991,3
ACT,Monday,1992,1
ACT,Monday,1994,1
ACT,Monday,1996,5
ACT,Monday,1997,1
ACT,Monday,1998,3
ACT,Monday,1999,3
ACT,Monday,2000,3
ACT,Monday,2001,2
ACT,Monday,2002,1
ACT,Monday,2003,3
ACT,Monday,2004,1
ACT,Monday,2005,1
ACT,Monday,2006,1
ACT,Monday,2007,1
ACT,Monday,2008,3
ACT,Monday,2009,1
ACT,Monday,2011,1
ACT,Monday,2014,2
ACT,Monday,2015,1
ACT,Monday,2016,1
ACT,Monday,2017,1
ACT,Monday,2018,1
ACT,Monday,2019,2
ACT,Monday,2020,1
ACT,Monday,2021,3
ACT,Monday,2022,2
ACT,Tuesday,1989,2
ACT,Tuesday,1990,4
ACT,Tuesday,1991,4
ACT,Tuesday,1992,1
ACT,Tuesday,1994,2
ACT,Tuesday,1995,1
ACT,Tuesday,1996,1
ACT,Tuesday,1998,3
ACT,Tuesday,1999,2
ACT,Tuesday,2000,1
ACT,Tuesday,2001,2
ACT,Tuesday,2003,2
ACT,Tuesday,2005,4
ACT,Tuesday,2006,2
ACT,Tuesday,2007,3
ACT,Tuesday,2008,1
ACT,Tuesday,2009,2
ACT,Tuesday,2010,3
ACT,Tuesday,2011,1
ACT,Tuesday,2012,2
ACT,Tuesday,2013,1
ACT,Tuesday,2014,1
ACT,Tuesday,2015,1
ACT,Tuesday,2018,1
ACT,Tuesday,2019,1
ACT,Tuesday,2020,1
ACT,Tuesday,2021,2
ACT,Wednesday,1989,3
ACT,Wednesday,1990,4
ACT,Wednesday,1991,1
ACT,Wednesday,1992,1
ACT,Wednesday,1994,2
ACT,Wednesday,1995,1
ACT,Wednesday,1996,5
ACT,Wednesday,1997,5
ACT,Wednesday,1998,1
ACT,Wednesday,1999,6
ACT,Wednesday,2001,2
ACT,Wednesday,2002,1
ACT,Wednesday,2003,1
ACT,Wednesday,2004,2
ACT,Wednesday,2005,3
ACT,Wednesday,2006,2
ACT,Wednesday,2008,2
ACT,Wednesday,2010,1
ACT,Wednesday,2013,2
ACT,Wednesday,2014,3
ACT,Wednesday,2015,3
ACT,Wednesday,2016,3
ACT,Wednesday,2017,2
ACT,Wednesday,2019,1
ACT,Wednesday,2021,2
ACT,Wednesday,2022,1
ACT,Thursday,1989,10
ACT,Thursday,1990,1
ACT,Thursday,1992,2
ACT,Thursday,1993,3
ACT,Thursday,1994,2
ACT,Thursday,1995,4
ACT,Thursday,1996,4
ACT,Thursday,1997,1
ACT,Thursday,1998,4
ACT,Thursday,1999,2
ACT,Thursday,2000,4
ACT,Thursday,2001,2
ACT,Thursday,2002,2
ACT,Thursday,2003,1
ACT,Thursday,2005,2
ACT,Thursday,2006,2
ACT,Thursday,2007,2
ACT,Thursday,2008,3
ACT,Thursday,2009,1
ACT,Thursday,2010,1
ACT,Thursday,2011,1
ACT,Thursday,2012,4
ACT,Thursday,2015,5
ACT,Thursday,2016,1
ACT,Thursday,2017,1
ACT,Thursday,2018,1
ACT,Thursday,2021,2
ACT,Thursday,2022,1
ACT,Friday,1989,5
ACT,Friday,1990,3
ACT,Friday,1991,3
ACT,Friday,1992,3
ACT,Friday,1993,3
ACT,Friday,1994,3
ACT,Friday,1995,3
ACT,Friday,1996,1
ACT,Friday,1997,2
ACT,Friday,1998,4
ACT,Friday,1999,1
ACT,Friday,2000,2
ACT,Friday,2001,5
ACT,Friday,2002,2
ACT,Friday,2003,1
ACT,Friday,2004,1
ACT,Friday,2005,5
ACT,Friday,2006,3
ACT,Friday,2007,4
ACT,Friday,2008,2
ACT,Friday,2009,2
ACT,Friday,2010,3
ACT,Friday,2012,2
ACT,Friday,2013,2
ACT,Friday,2015,2
ACT,Friday,2016,1
ACT,Friday,2017,1
ACT,Friday,2018,2
ACT,Friday,2019,1
ACT,Friday,2021,1
ACT,Friday,2022,2
ACT,Saturday,1989,5
ACT,Saturday,1990,4
ACT,Saturday,1991,2
ACT,Saturday,1992,8
ACT,Saturday,1993,4
ACT,Saturday,1994,4
ACT,Saturday,1995,5
ACT,Saturday,1996,1
ACT,Saturday,1997,7
ACT,Saturday,1998,2
ACT,Saturday,1999,4
ACT,Saturday,2000,5
ACT,Saturday,2001,2
ACT,Saturday,2002,3
ACT,Saturday,2003,2
ACT,Saturday,2004,3
ACT,Saturday,2005,3
ACT,Saturday,2006,1
ACT,Saturday,2008,2
ACT,Saturday,2009,1
ACT,Saturday,2010,9
ACT,Saturday,2011,3
ACT,Saturday,2012,3
ACT,Saturday,2013,1
ACT,Saturday,2014,3
ACT,Saturday,2015,2
ACT,Saturday,2016,2
ACT,Saturday,2018,3
ACT,Saturday,2019,1
ACT,Saturday,2020,3
ACT,Saturday,2022,3
ACT,Sunday,1989,5
ACT,Sunday,1990,4
ACT,Sunday,1991,4
ACT,Sunday,1992,4
ACT,Sunday,1993,2
ACT,Sunday,1994,3
ACT,Sunday,1995,1
ACT,Sunday,1996,6
ACT,Sunday,1997,1
ACT,Sunday,1998,5
ACT,Sunday,1999,1
ACT,Sunday,2000,3
ACT,Sunday,2001,1
ACT,Sunday,2002,1
ACT,Sunday,2003,1
ACT,Sunday,2004,2
ACT,Sunday,2005,8
ACT,Sunday,2006,2
ACT,Sunday,2007,4
ACT,Sunday,2008,1
ACT,Sunday,2009,5
ACT,Sunday,2010,2
ACT,Sunday,2012,1
ACT,Sunday,2013,1
ACT,Sunday,2014,1
ACT,Sunday,2015,1
ACT,Sunday,2016,2
ACT,Sunday,2018,1
ACT,Sunday,2020,2
ACT,Sunday,2021,1
ACT,Sunday,2022,2
NSW,Monday,1989,128
NSW,Monday,1990,102
NSW,Monday,1991,59
NSW,Monday,1992,81
NSW,Monday,1993,62
NSW,Monday,1994,70
NSW,Monday,1995,77
NSW,Monday,1996,73
NSW,Monday,1997,56
NSW,Monday,1998,72
NSW,Monday,1999,66
NSW,Monday,2000,57
NSW,Monday,2001,60
NSW,Monday,2002,68
NSW,Monday,2003,63
NSW,Monday,2004,71
NSW,Monday,2005,79
NSW,Monday,2006,61
NSW,Monday,2007,53
NSW,Monday,2008,50
NSW,Monday,2009,49
NSW,Monday,2010,45
NSW,Monday,2011,44
NSW,Monday,2012,44
NSW,Monday,2013,42
NSW,Monday,2014,40
NSW,Monday,2015,44
NSW,Monday,2016,45
NSW,Monday,2017,49
NSW,Monday,2018,50
NSW,Monday,2019,36
NSW,Monday,2020,35
NSW,Monday,2021,29
NSW,Monday,2022,21
NSW,Tuesday,1989,93
NSW,Tuesday,1990,75
NSW,Tuesday,1991,68
NSW,Tuesday,1992,78
NSW,Tuesday,1993,76
NSW,Tuesday,1994,68
NSW,Tuesday,1995,58
NSW,Tuesday,1996,86
NSW,Tuesday,1997,71
NSW,Tuesday,1998,73
NSW,Tuesday,1999,60
NSW,Tuesday,2000,76
NSW,Tuesday,2001,69
NSW,Tuesday,2002,70
NSW,Tuesday,2003,45
NSW,Tuesday,2004,57
NSW,Tuesday,2005,56
NSW,Tuesday,2006,50
NSW,Tuesday,2007,52
NSW,Tuesday,2008,44
NSW,Tuesday,2009,61
NSW,Tuesday,2010,46
NSW,Tuesday,2011,30
NSW,Tuesday,2012,50
NSW,Tuesday,2013,50
NSW,Tuesday,2014,28
NSW,Tuesday,2015,45
NSW,Tuesday,2016,53
NSW,Tuesday,2017,56
NSW,Tuesday,2018,42
NSW,Tuesday,2019,58
NSW,Tuesday,2020,35
NSW,Tuesday,2021,39
NSW,Tuesday,2022,22
NSW,Wednesday,1989,113
NSW,Wednesday,1990,99
NSW,Wednesday,1991,86
NSW,Wednesday,1992,70
NSW,Wednesday,1993,74
NSW,Wednesday,1994,107
NSW,Wednesday,1995,78
NSW,Wednesday,1996,75
NSW,Wednesday,1997,67
NSW,Wednesday,1998,72
NSW,Wednesday,1999,72
NSW,Wednesday,2000,81
NSW,Wednesday,2001,70
NSW,Wednesday,2002,81
NSW,Wednesday,2003,88
NSW,Wednesday,2004,54
NSW,Wednesday,2005,54
NSW,Wednesday,2006,67
NSW,Wednesday,2007,57
NSW,Wednesday,2008,49
NSW,Wednesday,2009,45
NSW,Wednesday,2010,51
NSW,Wednesday,2011,53
NSW,Wednesday,2012,65
NSW,Wednesday,2013,35
NSW,Wednesday,2014,47
NSW,Wednesday,2015,53
NSW,Wednesday,2016,36
NSW,Wednesday,2017,58
NSW,Wednesday,2018,44
NSW,Wednesday,2019,44
NSW,Wednesday,2020,43
NSW,Wednesday,2021,37
NSW,Wednesday,2022,28
NSW,Thursday,1989,125
NSW,Thursday,1990,134
NSW,Thursday,1991,88
NSW,Thursday,1992,101
NSW,Thursday,1993,88
NSW,Thursday,1994,80
NSW,Thursday,1995,86
NSW,Thursday,1996,67
NSW,Thursday,1997,93
NSW,Thursday,1998,67
NSW,Thursday,1999,78
NSW,Thursday,2000,81
NSW,Thursday,2001,68
NSW,Thursday,2002,88
NSW,Thursday,2003,85
NSW,Thursday,2004,64
NSW,Thursday,2005,62
NSW,Thursday,2006,57
NSW,Thursday,2007,43
NSW,Thursday,2008,52
NSW,Thursday,2009,69
NSW,Thursday,2010,55
NSW,Thursday,2011,55
NSW,Thursday,2012,35
NSW,Thursday,2013,45
NSW,Thursday,2014,47
NSW,Thursday,2015,41
NSW,Thursday,2016,45
NSW,Thursday,2017,56
NSW,Thursday,2018,38
NSW,Thursday,2019,52
NSW,Thursday,2020,38
NSW,Thursday,2021,38
NSW,Thursday,2022,27
NSW,Friday,1989,223
NSW,Friday,1990,107
NSW,Friday,1991,121
NSW,Friday,1992,111
NSW,Friday,1993,101
NSW,Friday,1994,103
NSW,Friday,1995,98
NSW,Friday,1996,85
NSW,Friday,1997,87
NSW,Friday,1998,89
NSW,Friday,1999,84
NSW,Friday,2000,118
NSW,Friday,2001,77
NSW,Friday,2002,64
NSW,Friday,2003,83
NSW,Friday,2004,100
NSW,Friday,2005,89
NSW,Friday,2006,82
NSW,Friday,2007,81
NSW,Friday,2008,59
NSW,Friday,2009,78
NSW,Friday,2010,75
NSW,Friday,2011,59
NSW,Friday,2012,64
NSW,Friday,2013,61
NSW,Friday,2014,46
NSW,Friday,2015,45
NSW,Friday,2016,64
NSW,Friday,2017,42
NSW,Friday,2018,65
NSW,Friday,2019,47
NSW,Friday,2020,35
NSW,Friday,2021,40
NSW,Friday,2022,26
NSW,Saturday,1989,145
NSW,Saturday,1990,134
NSW,Saturday,1991,125
NSW,Saturday,1992,109
NSW,Saturday,1993,102
NSW,Saturday,1994,123
NSW,Saturday,1995,129
NSW,Saturday,1996,104
NSW,Saturday,1997,119
NSW,Saturday,1998,92
NSW,Saturday,1999,108
NSW,Saturday,2000,101
NSW,Saturday,2001,98
NSW,Saturday,2002,108
NSW,Saturday,2003,86
NSW,Saturday,2004,72
NSW,Saturday,2005,99
NSW,Saturday,2006,84
NSW,Saturday,2007,72
NSW,Saturday,2008,67
NSW,Saturday,2009,68
NSW,Saturday,2010,73
NSW,Saturday,2011,59
NSW,Saturday,2012,65
NSW,Saturday,2013,50
NSW,Saturday,2014,54
NSW,Saturday,2015,62
NSW,Saturday,2016,72
NSW,Saturday,2017,75
NSW,Saturday,2018,55
NSW,Saturday,2019,63
NSW,Saturday,2020,58
NSW,Saturday,2021,46
NSW,Saturday,2022,33
NSW,Sunday,1989,132
NSW,Sunday,1990,146
NSW,Sunday,1991,116
NSW,Sunday,1992,99
NSW,Sunday,1993,78
NSW,Sunday,1994,95
NSW,Sunday,1995,94
NSW,Sunday,1996,91
NSW,Sunday,1997,83
NSW,Sunday,1998,91
NSW,Sunday,1999,109
NSW,Sunday,2000,89
NSW,Sunday,2001,82
NSW,Sunday,2002,82
NSW,Sunday,2003,89
NSW,Sunday,2004,92
NSW,Sunday,2005,69
NSW,Sunday,2006,95
NSW,Sunday,2007,77
NSW,Sunday,2008,53
NSW,Sunday,2009,84
NSW,Sunday,2010,60
NSW,Sunday,2011,64
NSW,Sunday,2012,46
NSW,Sunday,2013,50
NSW,Sunday,2014,45
NSW,Sunday,2015,60
NSW,Sunday,2016,65
NSW,Sunday,2017,53
NSW,Sunday,2018,53
NSW,Sunday,2019,53
NSW,Sunday,2020,40
NSW,Sunday,2021,44
NSW,Sunday,2022,31
NT,Monday,1989,3
NT,Monday,1990,9
NT,Monday,1991,8
NT,Monday,1992,7
NT,Monday,1993,4
NT,Monday,1994,5
NT,Monday,1995,6
NT,Monday,1996,10
NT,Monday,1997,6
NT,Monday,1998,6
NT,Monday,1999,8
NT,Monday,2000,9
NT,Monday,2001,3
NT,Monday,2002,9
NT,Monday,2003,8
NT,Monday,2004,6
NT,Monday,2005,5
NT,Monday,2006,3
NT,Monday,2007,7
NT,Monday,2008,3
NT,Monday,2009,3
NT,Monday,2010,3
NT,Monday,2011,3
NT,Monday,2012,3
NT,Monday,2013,5
NT,Monday,2015,6
NT,Monday,2016,2
NT,Monday,2018,5
NT,Monday,2019,8
NT,Monday,2020,2
NT,Monday,2021,2
NT,Monday,2022,5
NT,Tuesday,1989,5
NT,Tuesday,1990,6
NT,Tuesday,1991,1
NT,Tuesday,1992,5
NT,Tuesday,1993,4
NT,Tuesday,1994,7
NT,Tuesday,1995,9
NT,Tuesday,1996,8
NT,Tuesday,1997,10
NT,Tuesday,1998,13
NT,Tuesday,1999,5
NT,Tuesday,2000,3
NT,Tuesday,2001,4
NT,Tuesday,2002,4
NT,Tuesday,2003,3
NT,Tuesday,2004,2
NT,Tuesday,2005,7
NT,Tuesday,2006,4
NT,Tuesday,2007,9
NT,Tuesday,2008,10
NT,Tuesday,2010,2
NT,Tuesday,2011,1
NT,Tuesday,2012,7
NT,Tuesday,2013,4
NT,Tuesday,2014,3
NT,Tuesday,2015,5
NT,Tuesday,2016,3
NT,Tuesday,2017,3
NT,Tuesday,2018,4
NT,Tuesday,2019,6
NT,Tuesday,2020,2
NT,Tuesday,2021,2
NT,Tuesday,2022,3
NT,Wednesday,1989,6
NT,Wednesday,1990,7
NT,Wednesday,1991,6
NT,Wednesday,1992,4
NT,Wednesday,1993,7
NT,Wednesday,1994,1
NT,Wednesday,1995,12
NT,Wednesday,1996,7
NT,Wednesday,1997,5
NT,Wednesday,1998,8
NT,Wednesday,1999,4
NT,Wednesday,2000,6
NT,Wednesday,2001,3
NT,Wednesday,2002,1
NT,Wednesday,2003,7
NT,Wednesday,2004,7
NT,Wednesday,2005,10
NT,Wednesday,2006,5
NT,Wednesday,2007,9
NT,Wednesday,2008,12
NT,Wednesday,2009,3
NT,Wednesday,2010,5
NT,Wednesday,2011,10
NT,Wednesday,2012,4
NT,Wednesday,2013,9
NT,Wednesday,2014,4
NT,Wednesday,2015,7
NT,Wednesday,2016,6
NT,Wednesday,2017,3
NT,Wednesday,2018,6
NT,Wednesday,2019,6
NT,Wednesday,2020,4
NT,Wednesday,2021,3
NT,Wednesday,2022,2
NT,Thursday,1989,8
NT,Thursday,1990,10
NT,Thursday,1991,6
NT,Thursday,1992,5
NT,Thursday,1993,7
NT,Thursday,1994,6
NT,Thursday,1995,3
NT,Thursday,1996,6
NT,Thursday,1997,3
NT,Thursday,1998,10
NT,Thursday,1999,6
NT,Thursday,2000,10
NT,Thursday,2001,4
NT,Thursday,2002,7
NT,Thursday,2003,9
NT,Thursday,2004,5
NT,Thursday,2005,4
NT,Thursday,2006,3
NT,Thursday,2007,6
NT,Thursday,2008,10
NT,Thursday,2009,8
NT,Thursday,2010,4
NT,Thursday,2011,10
NT,Thursday,2012,4
NT,Thursday,2013,3
NT,Thursday,2014,4
NT,Thursday,2015,10
NT,Thursday,2016,9
NT,Thursday,2017,5
NT,Thursday,2018,10
NT,Thursday,2019,7
NT,Thursday,2020,6
NT,Thursday,2021,7
NT,Thursday,2022,6
NT,Friday,1989,19
NT,Friday,1990,18
NT,Friday,1991,7
NT,Friday,1992,4
NT,Friday,1993,10
NT,Friday,1994,7
NT,Friday,1995,10
NT,Friday,1996,18
NT,Friday,1997,12
NT,Friday,1998,12
NT,Friday,1999,10
NT,Friday,2000,12
NT,Friday,2001,11
NT,Friday,2002,13
NT,Friday,2003,10
NT,Friday,2004,4
NT,Friday,2005,16
NT,Friday,2006,13
NT,Friday,2007,18
NT,Friday,2008,13
NT,Friday,2009,6
NT,Friday,2010,15
NT,Friday,2011,5
NT,Friday,2012,10
NT,Friday,2013,7
NT,Friday,2014,15
NT,Friday,2015,4
NT,Friday,2016,11
NT,Friday,2017,6
NT,Friday,2018,7
NT,Friday,2019,5
NT,Friday,2020,5
NT,Friday,2021,10
NT,Friday,2022,7
NT,Saturday,1989,12
NT,Saturday,1990,14
NT,Saturday,1991,25
NT,Saturday,1992,18
NT,Saturday,1993,9
NT,Saturday,1994,12
NT,Saturday,1995,10
NT,Saturday,1996,17
NT,Saturday,1997,17
NT,Saturday,1998,10
NT,Saturday,1999,10
NT,Saturday,2000,5
NT,Saturday,2001,16
NT,Saturday,2002,12
NT,Saturday,2003,14
NT,Saturday,2004,4
NT,Saturday,2005,8
NT,Saturday,2006,14
NT,Saturday,2007,6
NT,Saturday,2008,17
NT,Saturday,2009,9
NT,Saturday,2010,13
NT,Saturday,2011,6
NT,Saturday,2012,14
NT,Saturday,2013,2
NT,Saturday,2014,6
NT,Saturday,2015,12
NT,Saturday,2016,12
NT,Saturday,2017,7
NT,Saturday,2018,8
NT,Saturday,2019,3
NT,Saturday,2020,7
NT,Saturday,2021,6
NT,Saturday,2022,10
NT,Sunday,1989,8
NT,Sunday,1990,4
NT,Sunday,1991,14
NT,Sunday,1992,11
NT,Sunday,1993,3
NT,Sunday,1994,3
NT,Sunday,1995,11
NT,Sunday,1996,6
NT,Sunday,1997,7
NT,Sunday,1998,10
NT,Sunday,1999,6
NT,Sunday,2000,6
NT,Sunday,2001,9
NT,Sunday,2002,9
NT,Sunday,2003,2
NT,Sunday,2004,7
NT,Sunday,2005,5
NT,Sunday,2006,3
NT,Sunday,2007,3
NT,Sunday,2008,10
NT,Sunday,2009,2
NT,Sunday,2010,8
NT,Sunday,2011,10
NT,Sunday,2012,7
NT,Sunday,2013,7
NT,Sunday,2014,7
NT,Sunday,2015,5
NT,Sunday,2016,2
NT,Sunday,2017,7
NT,Sunday,2018,10
NT,Sunday,2019,1
NT,Sunday,2020,5
NT,Sunday,2021,5
NT,Sunday,2022,3
Qld,Monday,1989,46
Qld,Monday,1990,47
Qld,Monday,1991,56
Qld,Monday,1992,62
Qld,Monday,1993,46
Qld,Monday,1994,60
Qld,Monday,1995,48
Qld,Monday,1996,41
Qld,Monday,1997,33
Qld,Monday,1998,33
Qld,Monday,1999,36
Qld,Monday,2000,36
Qld,Monday,2001,31
Qld,Monday,2002,33
Qld,Monday,2003,33
Qld,Monday,2004,24
Qld,Monday,2005,31
Qld,Monday,2006,50
Qld,Monday,2007,40
Qld,Monday,2008,29
Qld,Monday,2009,30
Qld,Monday,2010,27
Qld,Monday,2011,27
Qld,Monday,2012,29
Qld,Monday,2013,24
Qld,Monday,2014,17
Qld,Monday,2015,24
Qld,Monday,2016,30
Qld,Monday,2017,35
Qld,Monday,2018,46
Qld,Monday,2019,27
Qld,Monday,2020,37
Qld,Monday,2021,46
Qld,Monday,2022,26
Qld,Tuesday,1989,53
Qld,Tuesday,1990,53
Qld,Tuesday,1991,37
Qld,Tuesday,1992,40
Qld,Tuesday,1993,45
Qld,Tuesday,1994,46
Qld,Tuesday,1995,49
Qld,Tuesday,1996,51
Qld,Tuesday,1997,50
Qld,Tuesday,1998,30
Qld,Tuesday,1999,30
Qld,Tuesday,2000,40
Qld,Tuesday,2001,43
Qld,Tuesday,2002,37
Qld,Tuesday,2003,35
Qld,Tuesday,2004,28
Qld,Tuesday,2005,49
Qld,Tuesday,2006,34
Qld,Tuesday,2007,36
Qld,Tuesday,2008,24
Qld,Tuesday,2009,44
Qld,Tuesday,2010,28
Qld,Tuesday,2011,34
Qld,Tuesday,2012,35
Qld,Tuesday,2013,43
Qld,Tuesday,2014,30
Qld,Tuesday,2015,31
Qld,Tuesday,2016,27
Qld,Tuesday,2017,33
Qld,Tuesday,2018,36
Qld,Tuesday,2019,33
Qld,Tuesday,2020,31
Qld,Tuesday,2021,26
Qld,Tuesday,2022,21
Qld,Wednesday,1989,63
Qld,Wednesday,1990,46
Qld,Wednesday,1991,45
Qld,Wednesday,1992,54
Qld,Wednesday,1993,49
Qld,Wednesday,1994,59
Qld,Wednesday,1995,61
Qld,Wednesday,1996,40
Qld,Wednesday,1997,51
Qld,Wednesday,1998,34
Qld,Wednesday,1999,30
Qld,Wednesday,2000,36
Qld,Wednesday,2001,40
Qld,Wednesday,2002,36
Qld,Wednesday,2003,42
Qld,Wednesday,2004,37
Qld,Wednesday,2005,41
Qld,Wednesday,2006,40
Qld,Wednesday,2007,59
Qld,Wednesday,2008,34
Qld,Wednesday,2009,51
Qld,Wednesday,2010,32
Qld,Wednesday,2011,32
Qld,Wednesday,2012,43
Qld,Wednesday,2013,34
Qld,Wednesday,2014,32
Qld,Wednesday,2015,28
Qld,Wednesday,2016,31
Qld,Wednesday,2017,31
Qld,Wednesday,2018,18
Qld,Wednesday,2019,23
Qld,Wednesday,2020,28
Qld,Wednesday,2021,44
Qld,Wednesday,2022,31
Qld,Thursday,1989,38
Qld,Thursday,1990,51
Qld,Thursday,1991,47
Qld,Thursday,1992,48
Qld,Thursday,1993,47
Qld,Thursday,1994,53
Qld,Thursday,1995,60
Qld,Thursday,1996,51
Qld,Thursday,1997,47
Qld,Thursday,1998,39
Qld,Thursday,1999,41
Qld,Thursday,2000,47
Qld,Thursday,2001,44
Qld,Thursday,2002,43
Qld,Thursday,2003,40
Qld,Thursday,2004,51
Qld,Thursday,2005,36
Qld,Thursday,2006,41
Qld,Thursday,2007,55
Qld,Thursday,2008,58
Qld,Thursday,2009,49
Qld,Thursday,2010,44
Qld,Thursday,2011,20
Qld,Thursday,2012,33
Qld,Thursday,2013,29
Qld,Thursday,2014,34
Qld,Thursday,2015,31
Qld,Thursday,2016,31
Qld,Thursday,2017,27
Qld,Thursday,2018,28
Qld,Thursday,2019,27
Qld,Thursday,2020,33
Qld,Thursday,2021,35
Qld,Thursday,2022,26
Qld,Friday,1989,69
Qld,Friday,1990,67
Qld,Friday,1991,74
Qld,Friday,1992,78
Qld,Friday,1993,65
Qld,Friday,1994,71
Qld,Friday,1995,79
Qld,Friday,1996,59
Qld,Friday,1997,62
Qld,Friday,1998,42
Qld,Friday,1999,64
Qld,Friday,2000,58
Qld,Friday,2001,48
Qld,Friday,2002,60
Qld,Friday,2003,45
Qld,Friday,2004,40
Qld,Friday,2005,39
Qld,Friday,2006,61
Qld,Friday,2007,59
Qld,Friday,2008,61
Qld,Friday,2009,47
Qld,Friday,2010,28
Qld,Friday,2011,38
Qld,Friday,2012,54
Qld,Friday,2013,46
Qld,Friday,2014,40
Qld,Friday,2015,45
Qld,Friday,2016,45
Qld,Friday,2017,33
Qld,Friday,2018,35
Qld,Friday,2019,37
Qld,Friday,2020,49
Qld,Friday,2021,47
Qld,Friday,2022,37
Qld,Saturday,1989,90
Qld,Saturday,1990,80
Qld,Saturday,1991,81
Qld,Saturday,1992,78
Qld,Saturday,1993,73
Qld,Saturday,1994,65
Qld,Saturday,1995,80
Qld,Saturday,1996,73
Qld,Saturday,1997,73
Qld,Saturday,1998,60
Qld,Saturday,1999,56
Qld,Saturday,2000,56
Qld,Saturday,2001,65
Qld,Saturday,2002,63
Qld,Saturday,2003,61
Qld,Saturday,2004,71
Qld,Saturday,2005,88
Qld,Saturday,2006,61
Qld,Saturday,2007,57
Qld,Saturday,2008,60
Qld,Saturday,2009,55
Qld,Saturday,2010,52
Qld,Saturday,2011,66
Qld,Saturday,2012,46
Qld,Saturday,2013,47
Qld,Saturday,2014,39
Qld,Saturday,2015,50
Qld,Saturday,2016,47
Qld,Saturday,2017,45
Qld,Saturday,2018,37
Qld,Saturday,2019,37
Qld,Saturday,2020,38
Qld,Saturday,2021,40
Qld,Saturday,2022,21
Qld,Sunday,1989,69
Qld,Sunday,1990,55
Qld,Sunday,1991,55
Qld,Sunday,1992,56
Qld,Sunday,1993,71
Qld,Sunday,1994,64
Qld,Sunday,1995,79
Qld,Sunday,1996,70
Qld,Sunday,1997,44
Qld,Sunday,1998,41
Qld,Sunday,1999,57
Qld,Sunday,2000,44
Qld,Sunday,2001,53
Qld,Sunday,2002,50
Qld,Sunday,2003,54
Qld,Sunday,2004,60
Qld,Sunday,2005,46
Qld,Sunday,2006,48
Qld,Sunday,2007,54
Qld,Sunday,2008,62
Qld,Sunday,2009,55
Qld,Sunday,2010,38
Qld,Sunday,2011,52
Qld,Sunday,2012,40
Qld,Sunday,2013,48
Qld,Sunday,2014,31
Qld,Sunday,2015,34
Qld,Sunday,2016,40
Qld,Sunday,2017,43
Qld,Sunday,2018,45
Qld,Sunday,2019,35
Qld,Sunday,2020,62
Qld,Sunday,2021,41
Qld,Sunday,2022,40
SA,Monday,1989,30
SA,Monday,1990,29
SA,Monday,1991,19
SA,Monday,1992,16
SA,Monday,1993,13
SA,Monday,1994,16
SA,Monday,1995,22
SA,Monday,1996,19
SA,Monday,1997,17
SA,Monday,1998,22
SA,Monday,1999,14
SA,Monday,2000,15
SA,Monday,2001,22
SA,Monday,2002,21
SA,Monday,2003,9
SA,Monday,2004,12
SA,Monday,2005,7
